date,parcelle_id,latitude,longitude,culture,ndvi,lai,stress_hydrique,biomasse_estimee
2020-03-08,P016,33.853821,-5.593781,Ble,0.28,0.44,0.104,1.24
2020-03-09,P016,33.853821,-5.593781,Tournesol,0.289,0.36,0.067,1.04
2020-03-10,P016,33.853821,-5.593781,Tournesol,0.261,0.4,0.039,1.05
2020-03-11,P016,33.853821,-5.593781,Mais,0.345,0.52,0.074,1.81
2020-03-12,P016,33.853821,-5.593781,Ble,0.294,0.44,0.031,1.3
2020-03-13,P016,33.853821,-5.593781,Tournesol,0.273,0.34,0.117,0.92
2020-03-14,P016,33.853821,-5.593781,Mais,0.393,0.55,0.054,2.17
2020-03-15,P016,33.853821,-5.593781,Ble,0.281,0.41,0.034,1.16
2020-03-16,P016,33.853821,-5.593781,Tournesol,0.278,0.38,0.015,1.07
2020-03-17,P016,33.853821,-5.593781,Mais,0.365,0.55,0.021,2.01
2020-03-18,P016,33.853821,-5.593781,Ble,0.25,0.44,0.077,1.11
2020-03-19,P016,33.853821,-5.593781,Ble,0.269,0.52,0.061,1.4
2020-03-20,P016,33.853821,-5.593781,Tournesol,0.305,0.36,0.028,1.08
2020-03-21,P016,33.853821,-5.593781,Mais,0.363,0.51,0.02,1.86
2020-03-22,P016,33.853821,-5.593781,Ble,0.27,0.45,0.051,1.22
2020-03-23,P016,33.853821,-5.593781,Tournesol,0.267,0.35,0.051,0.94
2020-03-24,P016,33.853821,-5.593781,Tournesol,0.285,0.37,0.003,1.07
2020-03-25,P016,33.853821,-5.593781,Mais,0.363,0.53,0.033,1.91
2020-03-26,P016,33.853821,-5.593781,Ble,0.253,0.45,0.035,1.14
2020-03-27,P016,33.853821,-5.593781,Tournesol,0.281,0.33,0.051,0.93
2020-03-28,P016,33.853821,-5.593781,Tournesol,0.287,0.35,0.062,1.0
2020-03-29,P016,33.853821,-5.593781,Mais,0.376,0.56,0.08,2.12
2020-03-30,P016,33.853821,-5.593781,Ble,0.288,0.44,0.046,1.26
2020-03-31,P016,33.853821,-5.593781,Tournesol,0.263,0.34,0.044,0.91
2020-04-01,P016,33.853821,-5.593781,Mais,0.338,0.59,0.033,2.0
2020-04-02,P016,33.853821,-5.593781,Ble,0.3,0.47,0.035,1.4
2020-04-03,P016,33.853821,-5.593781,Ble,0.271,0.47,0.041,1.27
2020-04-04,P016,33.853821,-5.593781,Tournesol,0.271,0.38,0.022,1.02
2020-04-05,P016,33.853821,-5.593781,Mais,0.359,0.56,0.04,2.0
2020-04-06,P016,33.853821,-5.593781,Ble,0.282,0.47,0.056,1.32
2020-04-07,P016,33.853821,-5.593781,Tournesol,0.27,0.38,0.04,1.02
2020-04-08,P016,33.853821,-5.593781,Mais,0.371,0.59,0.102,2.18
2020-04-09,P016,33.853821,-5.593781,Ble,0.268,0.49,0.016,1.31
2020-04-10,P016,33.853821,-5.593781,Tournesol,0.276,0.39,0.052,1.09
2020-04-11,P016,33.853821,-5.593781,Mais,0.374,0.52,0.027,1.96
2020-04-12,P016,33.853821,-5.593781,Ble,0.267,0.47,0.019,1.26
2020-04-13,P016,33.853821,-5.593781,Tournesol,0.249,0.36,0.079,0.9
2020-04-14,P016,33.853821,-5.593781,Tournesol,0.281,0.38,0.044,1.08
2020-04-15,P016,33.853821,-5.593781,Mais,0.365,0.55,0.046,2.0
2020-04-16,P016,33.853821,-5.593781,Ble,0.278,0.45,0.001,1.25
2020-04-17,P016,33.853821,-5.593781,Tournesol,0.264,0.36,0.017,0.94
2020-04-18,P016,33.853821,-5.593781,Mais,0.393,0.57,0.099,2.25
2020-04-19,P016,33.853821,-5.593781,Ble,0.266,0.47,0.085,1.26
2020-04-20,P016,33.853821,-5.593781,Tournesol,0.262,0.4,0.082,1.05
2020-04-21,P016,33.853821,-5.593781,Mais,0.37,0.56,0.027,2.09
2020-04-22,P016,33.853821,-5.593781,Ble,0.271,0.46,0.096,1.24
2020-04-23,P016,33.853821,-5.593781,Tournesol,0.298,0.35,0.093,1.03
2020-04-24,P016,33.853821,-5.593781,Mais,0.366,0.49,0.074,1.79
2020-04-25,P016,33.853821,-5.593781,Ble,0.26,0.4,0.023,1.04
2020-04-26,P016,33.853821,-5.593781,Tournesol,0.263,0.34,0.03,0.88
2020-04-27,P016,33.853821,-5.593781,Mais,0.384,0.56,0.106,2.15
2020-04-28,P016,33.853821,-5.593781,Ble,0.271,0.48,0.061,1.29
2020-04-29,P016,33.853821,-5.593781,Ble,0.294,0.52,0.091,1.53
2020-04-30,P016,33.853821,-5.593781,Ble,0.302,0.56,0.073,1.68
2020-05-01,P016,33.853821,-5.593781,Ble,0.283,0.57,0.043,1.62
2020-05-02,P016,33.853821,-5.593781,Ble,0.307,0.52,0.029,1.6
2020-05-03,P016,33.853821,-5.593781,Ble,0.276,0.58,0.075,1.6
2020-05-04,P016,33.853821,-5.593781,Ble,0.297,0.61,0.071,1.8
2020-05-05,P016,33.853821,-5.593781,Ble,0.301,0.66,0.038,1.98
2020-05-06,P016,33.853821,-5.593781,Ble,0.267,0.67,0.098,1.78
2020-05-07,P016,33.853821,-5.593781,Ble,0.292,0.66,0.056,1.94
2020-05-08,P016,33.853821,-5.593781,Ble,0.317,0.72,0.072,2.29
2020-05-09,P016,33.853821,-5.593781,Ble,0.294,0.78,0.026,2.28
2020-05-10,P016,33.853821,-5.593781,Ble,0.318,0.78,0.068,2.48
2020-05-11,P016,33.853821,-5.593781,Ble,0.34,0.79,0.061,2.68
2020-05-12,P016,33.853821,-5.593781,Ble,0.295,0.76,0.043,2.24
2020-05-13,P016,33.853821,-5.593781,Ble,0.311,0.79,0.026,2.47
2020-05-14,P016,33.853821,-5.593781,Ble,0.313,0.87,0.064,2.72
2020-05-15,P016,33.853821,-5.593781,Ble,0.312,0.95,0.033,2.98
2020-05-16,P016,33.853821,-5.593781,Ble,0.326,0.97,0.066,3.18
2020-05-17,P016,33.853821,-5.593781,Ble,0.333,0.89,0.041,2.96
2020-05-18,P016,33.853821,-5.593781,Ble,0.326,0.96,0.038,3.12
2020-05-19,P016,33.853821,-5.593781,Ble,0.33,1.02,0.017,3.38
2020-05-20,P016,33.853821,-5.593781,Ble,0.355,1.12,0.058,3.97
2020-05-21,P016,33.853821,-5.593781,Ble,0.337,1.0,0.096,3.38
2020-05-22,P016,33.853821,-5.593781,Ble,0.364,1.11,0.036,4.04
2020-05-23,P016,33.853821,-5.593781,Ble,0.347,1.1,0.034,3.83
2020-05-24,P016,33.853821,-5.593781,Ble,0.343,1.18,0.066,4.06
2020-05-25,P016,33.853821,-5.593781,Ble,0.379,1.19,0.054,4.52
2020-05-26,P016,33.853821,-5.593781,Ble,0.34,1.13,0.076,3.85
2020-05-27,P016,33.853821,-5.593781,Ble,0.382,1.34,0.019,5.12
2020-05-28,P016,33.853821,-5.593781,Ble,0.368,1.24,0.042,4.58
2020-05-29,P016,33.853821,-5.593781,Ble,0.373,1.3,0.069,4.84
2020-05-30,P016,33.853821,-5.593781,Ble,0.374,1.41,0.049,5.27
2020-05-31,P016,33.853821,-5.593781,Ble,0.417,1.33,0.119,5.52
2020-06-01,P016,33.853821,-5.593781,Ble,0.335,1.39,0.051,4.66
2020-06-02,P016,33.853821,-5.593781,Ble,0.378,1.45,0.077,5.49
2020-06-03,P016,33.853821,-5.593781,Ble,0.372,1.39,0.043,5.18
2020-06-04,P016,33.853821,-5.593781,Ble,0.4,1.4,0.017,5.6
2020-06-05,P016,33.853821,-5.593781,Ble,0.379,1.52,0.094,5.78
2020-06-06,P016,33.853821,-5.593781,Ble,0.39,1.62,0.012,6.33
2020-06-07,P016,33.853821,-5.593781,Ble,0.425,1.72,0.065,7.32
2020-06-08,P016,33.853821,-5.593781,Ble,0.417,1.56,0.046,6.5
2020-06-09,P016,33.853821,-5.593781,Ble,0.383,1.69,0.138,6.48
2020-06-10,P016,33.853821,-5.593781,Ble,0.429,1.59,0.039,6.84
2020-06-11,P016,33.853821,-5.593781,Ble,0.394,1.52,0.028,6.0
2020-06-12,P016,33.853821,-5.593781,Ble,0.369,1.63,0.017,6.02
2020-06-13,P016,33.853821,-5.593781,Ble,0.438,1.63,0.042,7.16
2020-06-14,P016,33.853821,-5.593781,Ble,0.416,1.71,0.039,7.12
2020-06-15,P016,33.853821,-5.593781,Ble,0.424,1.86,0.028,7.91
2020-06-16,P016,33.853821,-5.593781,Ble,0.417,1.78,0.105,7.42
2020-06-17,P016,33.853821,-5.593781,Ble,0.422,1.91,0.162,8.06
2020-06-18,P016,33.853821,-5.593781,Ble,0.413,1.94,0.027,7.99
2020-06-19,P016,33.853821,-5.593781,Ble,0.46,1.83,0.06,8.43
2020-06-20,P016,33.853821,-5.593781,Ble,0.432,1.77,0.021,7.63
2020-06-21,P016,33.853821,-5.593781,Ble,0.424,1.91,0.069,8.1
2020-06-22,P016,33.853821,-5.593781,Ble,0.504,1.91,0.067,9.63
2020-06-23,P016,33.853821,-5.593781,Ble,0.432,2.07,0.091,8.94
2020-06-24,P016,33.853821,-5.593781,Ble,0.392,1.83,0.08,7.18
2020-06-25,P016,33.853821,-5.593781,Ble,0.429,2.09,0.033,8.96
2020-06-26,P016,33.853821,-5.593781,Ble,0.411,2.08,0.063,8.56
2020-06-27,P016,33.853821,-5.593781,Ble,0.439,2.28,0.071,10.02
2020-06-28,P016,33.853821,-5.593781,Ble,0.448,2.18,0.042,9.77
2020-06-29,P016,33.853821,-5.593781,Ble,0.428,1.93,0.09,8.24
2020-06-30,P016,33.853821,-5.593781,Ble,0.469,2.22,0.018,10.39
2020-07-01,P016,33.853821,-5.593781,Ble,0.469,2.19,0.069,10.29
2020-07-02,P016,33.853821,-5.593781,Ble,0.516,2.39,0.033,12.35
2020-07-03,P016,33.853821,-5.593781,Ble,0.469,2.32,0.006,10.89
2020-07-04,P016,33.853821,-5.593781,Ble,0.465,2.4,0.021,11.16
2020-07-05,P016,33.853821,-5.593781,Ble,0.494,2.37,0.074,11.7
2020-07-06,P016,33.853821,-5.593781,Ble,0.496,2.26,0.056,11.2
2020-07-07,P016,33.853821,-5.593781,Ble,0.523,2.57,0.035,13.4
2020-07-08,P016,33.853821,-5.593781,Ble,0.46,2.43,0.059,11.17
2020-07-09,P016,33.853821,-5.593781,Ble,0.513,2.88,0.103,14.76
2020-07-10,P016,33.853821,-5.593781,Ble,0.484,2.44,0.049,11.78
2020-07-11,P016,33.853821,-5.593781,Ble,0.48,2.7,0.042,12.99
2020-07-12,P016,33.853821,-5.593781,Ble,0.468,2.69,0.053,12.62
2020-07-13,P016,33.853821,-5.593781,Ble,0.513,2.67,0.083,13.69
2020-07-14,P016,33.853821,-5.593781,Ble,0.57,2.78,0.016,15.83
2020-07-15,P016,33.853821,-5.593781,Ble,0.495,2.85,0.11,14.09
2020-07-16,P016,33.853821,-5.593781,Ble,0.524,2.65,0.076,13.87
2020-07-17,P016,33.853821,-5.593781,Ble,0.542,2.63,0.131,14.25
2020-07-18,P016,33.853821,-5.593781,Ble,0.506,2.81,0.148,14.21
2020-07-19,P016,33.853821,-5.593781,Ble,0.522,2.9,0.027,15.15
2020-07-20,P016,33.853821,-5.593781,Ble,0.567,2.9,0.046,16.46
2020-07-21,P016,33.853821,-5.593781,Ble,0.526,2.91,0.08,15.31
2020-07-22,P016,33.853821,-5.593781,Ble,0.55,2.94,0.032,16.16
2020-07-23,P016,33.853821,-5.593781,Ble,0.508,3.06,0.047,15.53
2020-07-24,P016,33.853821,-5.593781,Ble,0.553,2.93,0.129,16.2
2020-07-25,P016,33.853821,-5.593781,Ble,0.557,3.18,0.087,17.72
2020-07-26,P016,33.853821,-5.593781,Ble,0.558,3.42,0.144,19.07
2020-07-27,P016,33.853821,-5.593781,Ble,0.516,2.92,0.057,15.06
2020-07-28,P016,33.853821,-5.593781,Ble,0.565,3.22,0.12,18.17
2020-07-29,P016,33.853821,-5.593781,Ble,0.549,2.97,0.107,16.33
2020-07-30,P016,33.853821,-5.593781,Ble,0.623,3.13,0.058,19.54
2020-07-31,P016,33.853821,-5.593781,Ble,0.562,3.28,0.138,18.45
2020-08-01,P016,33.853821,-5.593781,Ble,0.549,3.43,0.039,18.82
2020-08-02,P016,33.853821,-5.593781,Ble,0.582,3.31,0.132,19.31
2020-08-03,P016,33.853821,-5.593781,Ble,0.577,3.72,0.015,21.45
2020-08-04,P016,33.853821,-5.593781,Ble,0.585,3.41,0.031,19.96
2020-08-05,P016,33.853821,-5.593781,Ble,0.57,3.38,0.008,19.25
2020-08-06,P016,33.853821,-5.593781,Ble,0.635,3.36,0.119,21.31
2020-08-07,P016,33.853821,-5.593781,Ble,0.631,3.5,0.027,22.09
2020-08-08,P016,33.853821,-5.593781,Ble,0.633,3.43,0.103,21.72
2020-08-09,P016,33.853821,-5.593781,Ble,0.576,3.44,0.054,19.82
2020-08-10,P016,33.853821,-5.593781,Ble,0.645,3.57,0.097,23.05
2020-08-11,P016,33.853821,-5.593781,Ble,0.547,3.6,0.142,19.69
2020-08-12,P016,33.853821,-5.593781,Ble,0.592,3.65,0.074,21.61
2020-08-13,P016,33.853821,-5.593781,Ble,0.634,3.64,0.071,23.1
2020-08-14,P016,33.853821,-5.593781,Ble,0.666,3.86,0.076,25.7
2020-08-15,P016,33.853821,-5.593781,Ble,0.614,3.86,0.028,23.7
2020-08-16,P016,33.853821,-5.593781,Ble,0.631,3.87,0.07,24.45
2020-08-17,P016,33.853821,-5.593781,Ble,0.583,3.67,0.116,21.37
2020-08-18,P016,33.853821,-5.593781,Ble,0.57,4.21,0.029,24.01
2020-08-19,P016,33.853821,-5.593781,Ble,0.603,3.92,0.073,23.63
2020-08-20,P016,33.853821,-5.593781,Ble,0.637,3.96,0.035,25.2
2020-08-21,P016,33.853821,-5.593781,Ble,0.636,4.28,0.025,27.2
2020-08-22,P016,33.853821,-5.593781,Ble,0.593,3.96,0.053,23.5
2020-08-23,P016,33.853821,-5.593781,Ble,0.643,3.59,0.04,23.06
2020-08-24,P016,33.853821,-5.593781,Ble,0.675,3.91,0.091,26.38
2020-08-25,P016,33.853821,-5.593781,Ble,0.673,4.21,0.044,28.32
2020-08-26,P016,33.853821,-5.593781,Ble,0.651,4.01,0.09,26.11
2020-08-27,P016,33.853821,-5.593781,Ble,0.637,4.33,0.14,27.57
2020-08-28,P016,33.853821,-5.593781,Ble,0.685,3.84,0.106,26.3
2020-08-29,P016,33.853821,-5.593781,Ble,0.663,4.37,0.022,28.95
2020-08-30,P016,33.853821,-5.593781,Ble,0.599,4.17,0.073,24.99
2020-08-31,P016,33.853821,-5.593781,Ble,0.696,4.42,0.044,30.75
2020-09-01,P016,33.853821,-5.593781,Ble,0.654,3.95,0.113,25.8
2020-09-02,P016,33.853821,-5.593781,Ble,0.661,3.93,0.072,25.97
2020-09-03,P016,33.853821,-5.593781,Ble,0.749,4.22,0.061,31.6
2020-09-04,P016,33.853821,-5.593781,Ble,0.639,4.34,0.124,27.75
2020-09-05,P016,33.853821,-5.593781,Ble,0.641,4.42,0.019,28.29
2020-09-06,P016,33.853821,-5.593781,Ble,0.692,4.58,0.111,31.65
2020-09-07,P016,33.853821,-5.593781,Ble,0.771,4.58,0.097,35.27
2020-09-08,P016,33.853821,-5.593781,Ble,0.652,3.88,0.197,25.32
2020-09-09,P016,33.853821,-5.593781,Ble,0.68,3.82,0.17,25.99
2020-09-10,P016,33.853821,-5.593781,Ble,0.709,4.82,0.108,34.15
2020-09-11,P016,33.853821,-5.593781,Ble,0.713,4.7,0.071,33.49
2020-09-12,P016,33.853821,-5.593781,Ble,0.69,4.67,0.089,32.19
2020-09-13,P016,33.853821,-5.593781,Ble,0.687,4.57,0.092,31.41
2020-09-14,P016,33.853821,-5.593781,Ble,0.764,4.64,0.06,35.46
2020-09-15,P016,33.853821,-5.593781,Ble,0.724,4.72,0.194,34.19
2020-09-16,P016,33.853821,-5.593781,Ble,0.717,4.86,0.133,34.84
2020-09-17,P016,33.853821,-5.593781,Ble,0.746,4.44,0.133,33.1
2020-09-18,P016,33.853821,-5.593781,Ble,0.765,5.12,0.053,39.2
2020-09-19,P016,33.853821,-5.593781,Ble,0.701,4.74,0.161,33.23
2020-09-20,P016,33.853821,-5.593781,Ble,0.719,4.98,0.05,35.78
2020-09-21,P016,33.853821,-5.593781,Ble,0.719,4.72,0.059,33.93
2020-09-22,P016,33.853821,-5.593781,Ble,0.677,5.37,0.061,36.4
2020-09-23,P016,33.853821,-5.593781,Ble,0.679,4.99,0.02,33.87
2020-09-24,P016,33.853821,-5.593781,Ble,0.741,5.26,0.029,38.95
2020-09-25,P016,33.853821,-5.593781,Ble,0.734,5.06,0.041,37.13
2020-09-26,P016,33.853821,-5.593781,Ble,0.769,5.06,0.085,38.9
2020-09-27,P016,33.853821,-5.593781,Ble,0.836,4.92,0.042,41.1
2020-09-28,P016,33.853821,-5.593781,Ble,0.678,4.94,0.049,33.55
2020-09-29,P016,33.853821,-5.593781,Ble,0.727,5.17,0.062,37.63
2020-09-30,P016,33.853821,-5.593781,Ble,0.715,5.34,0.086,38.2
2020-10-01,P016,33.853821,-5.593781,Tournesol,0.317,0.49,0.07,1.56
2020-10-02,P016,33.853821,-5.593781,Mais,0.416,0.69,0.032,2.86
2020-10-03,P016,33.853821,-5.593781,Mais,0.445,0.66,0.076,2.95
2020-10-04,P016,33.853821,-5.593781,Mais,0.474,0.77,0.064,3.63
2020-10-05,P016,33.853821,-5.593781,Ble,0.299,0.56,0.152,1.66
2020-10-06,P016,33.853821,-5.593781,Tournesol,0.309,0.48,0.158,1.49
2020-10-07,P016,33.853821,-5.593781,Mais,0.453,0.69,0.08,3.14
2020-10-08,P016,33.853821,-5.593781,Mais,0.426,0.77,0.039,3.27
2020-10-09,P016,33.853821,-5.593781,Ble,0.351,0.52,0.023,1.81
2020-10-10,P016,33.853821,-5.593781,Tournesol,0.325,0.42,0.103,1.36
2020-10-11,P016,33.853821,-5.593781,Mais,0.423,0.65,0.109,2.75
2020-10-12,P016,33.853821,-5.593781,Ble,0.326,0.52,0.132,1.69
2020-10-13,P016,33.853821,-5.593781,Tournesol,0.342,0.47,0.092,1.62
2020-10-14,P016,33.853821,-5.593781,Mais,0.444,0.64,0.069,2.82
2020-10-15,P016,33.853821,-5.593781,Ble,0.321,0.58,0.076,1.85
2020-10-16,P016,33.853821,-5.593781,Tournesol,0.343,0.42,0.128,1.44
2020-10-17,P016,33.853821,-5.593781,Tournesol,0.355,0.47,0.037,1.67
2020-10-18,P016,33.853821,-5.593781,Mais,0.448,0.73,0.122,3.27
2020-10-19,P016,33.853821,-5.593781,Ble,0.336,0.56,0.015,1.9
2020-10-20,P016,33.853821,-5.593781,Tournesol,0.322,0.42,0.059,1.37
2020-10-21,P016,33.853821,-5.593781,Mais,0.416,0.65,0.07,2.7
2020-10-22,P016,33.853821,-5.593781,Ble,0.333,0.54,0.098,1.81
2020-10-23,P016,33.853821,-5.593781,Tournesol,0.32,0.47,0.079,1.52
2020-10-24,P016,33.853821,-5.593781,Mais,0.416,0.64,0.102,2.65
2020-10-25,P016,33.853821,-5.593781,Ble,0.324,0.53,0.024,1.72
2020-10-26,P016,33.853821,-5.593781,Tournesol,0.322,0.41,0.093,1.32
2020-10-27,P016,33.853821,-5.593781,Mais,0.402,0.66,0.154,2.67
2020-10-28,P016,33.853821,-5.593781,Mais,0.477,0.64,0.056,3.07
2020-10-29,P016,33.853821,-5.593781,Mais,0.438,0.66,0.047,2.87
2020-10-30,P016,33.853821,-5.593781,Ble,0.33,0.51,0.037,1.69
2020-10-31,P016,33.853821,-5.593781,Tournesol,0.366,0.46,0.027,1.7
2020-11-01,P016,33.853821,-5.593781,Tournesol,0.325,0.47,0.083,1.53
2020-11-02,P016,33.853821,-5.593781,Tournesol,0.339,0.49,0.084,1.66
2020-11-03,P016,33.853821,-5.593781,Tournesol,0.33,0.56,0.095,1.85
2020-11-04,P016,33.853821,-5.593781,Tournesol,0.351,0.6,0.06,2.1
2020-11-05,P016,33.853821,-5.593781,Tournesol,0.339,0.58,0.07,1.96
2020-11-06,P016,33.853821,-5.593781,Tournesol,0.33,0.58,0.069,1.92
2020-11-07,P016,33.853821,-5.593781,Tournesol,0.354,0.6,0.077,2.12
2020-11-08,P016,33.853821,-5.593781,Tournesol,0.342,0.73,0.071,2.52
2020-11-09,P016,33.853821,-5.593781,Tournesol,0.385,0.76,0.031,2.92
2020-11-10,P016,33.853821,-5.593781,Tournesol,0.346,0.76,0.057,2.63
2020-11-11,P016,33.853821,-5.593781,Tournesol,0.364,0.78,0.047,2.84
2020-11-12,P016,33.853821,-5.593781,Tournesol,0.36,0.81,0.05,2.93
2020-11-13,P016,33.853821,-5.593781,Tournesol,0.341,0.91,0.11,3.09
2020-11-14,P016,33.853821,-5.593781,Tournesol,0.381,0.93,0.04,3.55
2020-11-15,P016,33.853821,-5.593781,Tournesol,0.377,0.84,0.061,3.17
2020-11-16,P016,33.853821,-5.593781,Tournesol,0.402,0.92,0.036,3.68
2020-11-17,P016,33.853821,-5.593781,Tournesol,0.385,1.02,0.163,3.94
2020-11-18,P016,33.853821,-5.593781,Tournesol,0.394,1.05,0.059,4.14
2020-11-19,P016,33.853821,-5.593781,Tournesol,0.395,1.05,0.109,4.13
2020-11-20,P016,33.853821,-5.593781,Tournesol,0.376,1.09,0.036,4.08
2020-11-21,P016,33.853821,-5.593781,Tournesol,0.414,1.06,0.056,4.39
2020-11-22,P016,33.853821,-5.593781,Tournesol,0.419,1.19,0.05,4.97
2020-11-23,P016,33.853821,-5.593781,Tournesol,0.415,1.08,0.014,4.49
2020-11-24,P016,33.853821,-5.593781,Tournesol,0.396,1.2,0.063,4.74
2020-11-25,P016,33.853821,-5.593781,Tournesol,0.408,1.22,0.118,4.98
2020-11-26,P016,33.853821,-5.593781,Tournesol,0.42,1.25,0.061,5.23
2020-11-27,P016,33.853821,-5.593781,Tournesol,0.404,1.3,0.117,5.24
2020-11-28,P016,33.853821,-5.593781,Tournesol,0.442,1.36,0.038,6.02
2020-11-29,P016,33.853821,-5.593781,Tournesol,0.439,1.32,0.038,5.81
2020-11-30,P016,33.853821,-5.593781,Tournesol,0.435,1.44,0.083,6.29
2020-12-01,P016,33.853821,-5.593781,Tournesol,0.424,1.33,0.062,5.64
2020-12-02,P016,33.853821,-5.593781,Tournesol,0.459,1.44,0.098,6.62
2020-12-03,P016,33.853821,-5.593781,Tournesol,0.425,1.42,0.063,6.05
2020-12-04,P016,33.853821,-5.593781,Tournesol,0.418,1.43,0.129,5.99
2020-12-05,P016,33.853821,-5.593781,Tournesol,0.44,1.48,0.111,6.51
2020-12-06,P016,33.853821,-5.593781,Tournesol,0.374,1.6,0.028,6.0
2020-12-07,P016,33.853821,-5.593781,Tournesol,0.4,1.61,0.086,6.42
2020-12-08,P016,33.853821,-5.593781,Tournesol,0.436,1.66,0.04,7.25
2020-12-09,P016,33.853821,-5.593781,Tournesol,0.426,1.68,0.04,7.13
2020-12-10,P016,33.853821,-5.593781,Tournesol,0.437,1.56,0.069,6.83
2020-12-11,P016,33.853821,-5.593781,Tournesol,0.443,1.64,0.065,7.26
2020-12-12,P016,33.853821,-5.593781,Tournesol,0.469,1.64,0.069,7.69
2020-12-13,P016,33.853821,-5.593781,Tournesol,0.515,1.67,0.077,8.6
2020-12-14,P016,33.853821,-5.593781,Tournesol,0.425,1.76,0.06,7.47
2020-12-15,P016,33.853821,-5.593781,Tournesol,0.449,1.69,0.03,7.59
2020-12-16,P016,33.853821,-5.593781,Tournesol,0.501,1.93,0.013,9.65
2020-12-17,P016,33.853821,-5.593781,Tournesol,0.466,1.87,0.062,8.7
2020-12-18,P016,33.853821,-5.593781,Tournesol,0.478,1.92,0.077,9.15
2020-12-19,P016,33.853821,-5.593781,Tournesol,0.449,1.97,0.057,8.83
2020-12-20,P016,33.853821,-5.593781,Tournesol,0.485,1.91,0.049,9.25
2020-12-21,P016,33.853821,-5.593781,Tournesol,0.429,2.05,0.062,8.79
2020-12-22,P016,33.853821,-5.593781,Tournesol,0.513,1.97,0.059,10.1
2020-12-23,P016,33.853821,-5.593781,Tournesol,0.51,2.06,0.064,10.48
2020-12-24,P016,33.853821,-5.593781,Tournesol,0.513,2.11,0.161,10.82
2020-12-25,P016,33.853821,-5.593781,Tournesol,0.498,1.94,0.027,9.66
2020-12-26,P016,33.853821,-5.593781,Tournesol,0.497,2.13,0.046,10.59
2020-12-27,P016,33.853821,-5.593781,Tournesol,0.479,2.19,0.042,10.51
2020-12-28,P016,33.853821,-5.593781,Tournesol,0.494,2.28,0.11,11.27
2020-12-29,P016,33.853821,-5.593781,Tournesol,0.542,2.22,0.051,12.0
2020-12-30,P016,33.853821,-5.593781,Tournesol,0.509,2.07,0.022,10.55
2020-12-31,P016,33.853821,-5.593781,Tournesol,0.476,2.26,0.046,10.76
2021-01-01,P016,33.853821,-5.593781,Tournesol,0.544,2.4,0.071,13.05
2021-01-02,P016,33.853821,-5.593781,Tournesol,0.536,2.12,0.031,11.33
2021-01-03,P016,33.853821,-5.593781,Tournesol,0.529,2.06,0.068,10.89
2021-01-04,P016,33.853821,-5.593781,Tournesol,0.524,2.45,0.127,12.82
2021-01-05,P016,33.853821,-5.593781,Tournesol,0.541,2.41,0.015,13.03
2021-01-06,P016,33.853821,-5.593781,Tournesol,0.516,2.48,0.085,12.8
2021-01-07,P016,33.853821,-5.593781,Tournesol,0.51,2.31,0.081,11.79
2021-01-08,P016,33.853821,-5.593781,Tournesol,0.54,2.31,0.022,12.44
2021-01-09,P016,33.853821,-5.593781,Tournesol,0.478,2.5,0.038,11.94
2021-01-10,P016,33.853821,-5.593781,Tournesol,0.565,2.58,0.032,14.57
2021-01-11,P016,33.853821,-5.593781,Tournesol,0.538,2.66,0.023,14.3
2021-01-12,P016,33.853821,-5.593781,Tournesol,0.508,2.47,0.007,12.54
2021-01-13,P016,33.853821,-5.593781,Tournesol,0.562,2.5,0.096,14.05
2021-01-14,P016,33.853821,-5.593781,Tournesol,0.525,2.79,0.02,14.68
2021-01-15,P016,33.853821,-5.593781,Tournesol,0.56,2.77,0.02,15.51
2021-01-16,P016,33.853821,-5.593781,Tournesol,0.6,2.47,0.057,14.82
2021-01-17,P016,33.853821,-5.593781,Tournesol,0.47,2.61,0.029,12.25
2021-01-18,P016,33.853821,-5.593781,Tournesol,0.542,2.89,0.013,15.68
2021-01-19,P016,33.853821,-5.593781,Tournesol,0.596,2.61,0.031,15.53
2021-01-20,P016,33.853821,-5.593781,Tournesol,0.616,2.79,0.056,17.21
2021-01-21,P016,33.853821,-5.593781,Tournesol,0.555,2.73,0.034,15.13
2021-01-22,P016,33.853821,-5.593781,Tournesol,0.56,2.68,0.06,15.02
2021-01-23,P016,33.853821,-5.593781,Tournesol,0.562,2.67,0.022,15.0
2021-01-24,P016,33.853821,-5.593781,Tournesol,0.556,2.88,0.03,16.01
2021-01-25,P016,33.853821,-5.593781,Tournesol,0.575,2.73,0.061,15.73
2021-01-26,P016,33.853821,-5.593781,Tournesol,0.586,2.76,0.065,16.14
2021-01-27,P016,33.853821,-5.593781,Tournesol,0.547,2.87,0.073,15.72
2021-01-28,P016,33.853821,-5.593781,Tournesol,0.568,2.84,0.095,16.15
2021-01-29,P016,33.853821,-5.593781,Tournesol,0.576,3.01,0.055,17.3
2021-01-30,P016,33.853821,-5.593781,Tournesol,0.579,3.03,0.102,17.56
2021-01-31,P016,33.853821,-5.593781,Tournesol,0.624,3.17,0.017,19.79
2021-02-01,P016,33.853821,-5.593781,Tournesol,0.614,2.72,0.022,16.68
2021-02-02,P016,33.853821,-5.593781,Tournesol,0.576,3.14,0.11,18.07
2021-02-03,P016,33.853821,-5.593781,Tournesol,0.547,3.23,0.022,17.69
2021-02-04,P016,33.853821,-5.593781,Tournesol,0.561,3.14,0.023,17.63
